created_at,temperature,humidity,motion,gas,alarm,is_night,motion_duration_sec,alert_class,reason
2026-06-21T10:01:04,26.6,57.4,0,1,1,False,0,3,gas_only
2026-06-21T10:01:06,25.8,52.9,1,0,0,False,19,0,normal
2026-06-21T10:01:08,40.2,59.0,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:01:10,26.7,57.9,0,1,1,False,0,3,gas_only
2026-06-21T10:01:12,40.0,50.8,0,0,1,False,0,3,extreme_heat
2026-06-21T10:01:14,35.6,59.3,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:01:16,40.3,53.3,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:01:18,26.8,57.7,1,0,0,False,57,1,day_lingering_motion
2026-06-21T10:01:20,35.9,51.7,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:01:22,25.5,49.3,0,1,1,False,0,3,gas_only
2026-06-21T10:01:24,29.9,50.1,1,1,1,False,32,3,gas_only
2026-06-21T10:01:26,40.2,65.7,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:01:28,28.0,56.7,1,0,0,False,39,1,day_lingering_motion
2026-06-21T10:01:30,27.7,45.1,1,0,0,False,41,1,day_lingering_motion
2026-06-21T10:01:32,40.3,53.3,0,0,1,False,0,3,extreme_heat
2026-06-21T10:01:34,41.5,53.9,0,0,1,False,0,3,extreme_heat
2026-06-21T10:01:36,41.7,46.3,0,0,1,False,0,3,extreme_heat
2026-06-21T10:01:38,26.2,60.8,0,1,1,False,0,3,gas_only
2026-06-21T10:01:40,24.5,59.6,0,1,1,False,0,3,gas_only
2026-06-21T10:01:42,40.4,55.3,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:01:44,25.7,55.2,0,1,1,False,0,3,gas_only
2026-06-21T10:01:46,28.1,48.5,1,1,1,False,24,3,gas_only
2026-06-21T10:01:48,25.8,57.3,1,1,1,False,52,3,gas_only
2026-06-21T10:01:50,26.9,63.8,1,0,0,False,28,0,normal
2026-06-21T10:01:52,35.5,50.3,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:01:54,37.7,57.1,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:01:56,23.5,52.6,1,0,0,False,51,1,day_lingering_motion
2026-06-21T10:01:58,40.5,52.3,0,0,1,False,0,3,extreme_heat
2026-06-21T10:02:00,26.7,53.9,0,1,1,False,0,3,gas_only
2026-06-21T10:02:02,40.3,55.1,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:02:04,40.3,55.9,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:02:06,25.6,54.2,1,0,0,False,31,1,day_lingering_motion
2026-06-21T10:02:08,37.1,57.8,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:02:10,25.6,56.5,1,0,0,False,38,1,day_lingering_motion
2026-06-21T10:02:12,42.7,55.9,0,0,1,False,0,3,extreme_heat
2026-06-21T10:02:14,37.1,44.2,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:02:16,24.4,54.4,0,1,1,False,0,3,gas_only
2026-06-21T10:02:18,23.9,49.3,1,0,0,False,52,1,day_lingering_motion
2026-06-21T10:02:20,25.4,64.0,0,1,1,False,0,3,gas_only
2026-06-21T10:02:22,25.7,49.5,1,0,0,False,34,1,day_lingering_motion
2026-06-21T10:02:24,36.8,60.2,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:02:26,41.5,61.9,0,0,1,False,0,3,extreme_heat
2026-06-21T10:02:28,26.6,54.3,0,1,1,False,0,3,gas_only
2026-06-21T10:02:30,41.2,47.1,0,0,1,False,0,3,extreme_heat
2026-06-21T10:02:32,26.4,52.9,0,1,1,False,0,3,gas_only
2026-06-21T10:02:34,24.9,54.0,0,1,1,False,0,3,gas_only
2026-06-21T10:02:36,40.9,47.4,0,0,1,False,0,3,extreme_heat
2026-06-21T10:02:38,27.4,56.4,0,1,1,False,0,3,gas_only
2026-06-21T10:02:40,23.4,44.5,1,0,0,False,46,1,day_lingering_motion
2026-06-21T10:02:42,26.8,60.4,1,0,0,False,50,1,day_lingering_motion
2026-06-21T10:02:44,28.7,56.6,0,1,1,False,0,3,gas_only
2026-06-21T10:02:46,26.6,57.5,1,0,0,False,17,0,normal
2026-06-21T10:02:48,25.5,48.1,1,0,0,False,40,1,day_lingering_motion
2026-06-21T10:02:50,24.8,45.4,0,1,1,False,0,3,gas_only
2026-06-21T10:02:52,27.3,64.7,0,1,1,False,0,3,gas_only
2026-06-21T10:02:54,26.2,60.1,1,1,1,False,37,3,gas_only
2026-06-21T10:02:56,24.5,57.9,0,1,1,False,0,3,gas_only
2026-06-21T10:02:58,28.1,40.0,1,0,0,False,21,0,normal
2026-06-21T10:03:00,26.7,46.1,1,0,0,False,59,1,day_lingering_motion
2026-06-21T10:03:02,26.4,59.2,1,0,0,False,34,1,day_lingering_motion
2026-06-21T10:03:04,23.5,64.5,1,1,1,False,21,3,gas_only
2026-06-21T10:03:06,26.7,54.5,1,0,0,False,39,1,day_lingering_motion
2026-06-21T10:03:08,25.3,63.9,1,0,0,False,36,1,day_lingering_motion
2026-06-21T10:03:10,24.1,55.4,0,1,1,False,0,3,gas_only
2026-06-21T10:03:12,26.5,56.1,1,1,1,False,38,3,gas_only
2026-06-21T10:03:14,41.6,51.7,0,0,1,False,0,3,extreme_heat
2026-06-21T10:03:16,43.6,57.3,0,0,1,False,0,3,extreme_heat
2026-06-21T10:03:18,24.1,56.1,1,0,0,False,37,1,day_lingering_motion
2026-06-21T10:03:20,24.0,57.4,1,0,0,False,44,1,day_lingering_motion
2026-06-21T10:03:22,24.8,54.1,0,1,1,False,0,3,gas_only
2026-06-21T10:03:24,38.6,54.1,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:03:26,27.6,55.9,0,1,1,False,0,3,gas_only
2026-06-21T10:03:28,38.0,56.8,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:03:30,37.4,57.1,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:03:32,37.7,61.8,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:03:34,40.2,65.5,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:03:36,37.6,50.9,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:03:38,40.0,59.6,0,0,1,False,0,3,extreme_heat
2026-06-21T10:03:40,25.9,55.9,1,1,1,False,23,3,gas_only
2026-06-21T10:03:42,26.7,48.7,0,1,1,False,0,3,gas_only
2026-06-21T10:03:44,42.9,51.6,0,0,1,False,0,3,extreme_heat
2026-06-21T10:03:46,36.1,45.6,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:03:48,25.2,62.3,1,0,0,False,37,1,day_lingering_motion
2026-06-21T10:03:50,26.4,66.6,0,1,1,False,0,3,gas_only
2026-06-21T10:03:52,26.2,62.5,1,1,1,False,48,3,gas_only
2026-06-21T10:03:54,25.6,57.4,1,1,1,False,30,3,gas_only
2026-06-21T10:03:56,42.3,60.9,0,0,1,False,0,3,extreme_heat
2026-06-21T10:03:58,24.8,58.8,0,1,1,False,0,3,gas_only
2026-06-21T10:04:00,25.8,47.9,0,1,1,False,0,3,gas_only
2026-06-21T10:04:02,24.7,52.1,1,0,0,False,37,1,day_lingering_motion
2026-06-21T10:04:04,26.2,55.5,0,1,1,False,0,3,gas_only
2026-06-21T10:04:06,38.4,62.5,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:04:08,27.0,56.2,0,1,1,False,0,3,gas_only
2026-06-21T10:04:10,37.2,57.9,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:04:12,43.5,51.3,0,0,1,False,0,3,extreme_heat
2026-06-21T10:04:14,25.5,55.5,0,1,1,False,0,3,gas_only
2026-06-21T10:04:16,25.2,51.0,0,1,1,False,0,3,gas_only
2026-06-21T10:04:18,43.1,58.7,0,0,1,False,0,3,extreme_heat
2026-06-21T10:04:20,28.7,49.9,1,1,1,False,37,3,gas_only
2026-06-21T10:04:22,24.5,49.7,1,0,0,False,48,1,day_lingering_motion
2026-06-21T10:04:24,38.6,55.5,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:04:26,41.2,54.2,0,0,1,False,0,3,extreme_heat
2026-06-21T10:04:28,40.0,56.8,1,0,1,False,30,3,extreme_heat
2026-06-21T10:04:30,37.0,62.9,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:04:32,28.3,52.8,0,1,1,False,0,3,gas_only
2026-06-21T10:04:34,29.1,62.4,1,0,0,False,35,1,day_lingering_motion
2026-06-21T10:04:36,40.4,51.6,1,0,1,False,57,3,extreme_heat
2026-06-21T10:04:38,29.1,62.1,0,1,1,False,0,3,gas_only
2026-06-21T10:04:40,40.0,51.9,0,0,1,False,0,3,extreme_heat
2026-06-21T10:04:42,28.7,57.3,0,1,1,False,0,3,gas_only
2026-06-21T10:04:44,27.4,50.3,1,0,0,False,42,1,day_lingering_motion
2026-06-21T10:04:46,42.0,42.3,0,0,1,False,0,3,extreme_heat
2026-06-21T10:04:48,29.0,47.1,1,0,0,False,38,1,day_lingering_motion
2026-06-21T10:04:50,26.1,55.1,1,0,0,False,45,1,day_lingering_motion
2026-06-21T10:04:52,25.1,60.7,1,1,1,False,16,3,gas_only
2026-06-21T10:04:54,27.0,53.9,1,1,1,False,42,3,gas_only
2026-06-21T10:04:56,23.2,54.2,0,1,1,False,0,3,gas_only
2026-06-21T10:04:58,27.3,52.9,1,0,0,False,56,1,day_lingering_motion
2026-06-21T10:05:00,40.1,61.2,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:05:02,40.7,63.9,0,0,1,False,0,3,extreme_heat
2026-06-21T10:05:04,43.5,47.1,0,0,1,False,0,3,extreme_heat
2026-06-21T10:05:06,25.4,60.7,0,1,1,False,0,3,gas_only
2026-06-21T10:05:08,38.1,52.1,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:05:10,40.2,49.5,0,0,1,False,0,3,extreme_heat
2026-06-21T10:05:12,26.6,51.3,0,1,1,False,0,3,gas_only
2026-06-21T10:05:14,37.8,52.8,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:05:16,40.3,57.4,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:05:18,40.0,50.9,0,0,1,False,0,3,extreme_heat
2026-06-21T10:05:20,35.0,64.4,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:05:22,24.0,66.8,1,0,0,False,53,1,day_lingering_motion
2026-06-21T10:05:24,35.7,54.3,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:05:26,25.7,54.9,0,1,1,False,0,3,gas_only
2026-06-21T10:05:28,24.5,55.9,0,1,1,False,0,3,gas_only
2026-06-21T10:05:30,23.4,57.3,0,1,1,False,0,3,gas_only
2026-06-21T10:05:32,44.1,57.1,0,0,1,False,0,3,extreme_heat
2026-06-21T10:05:34,25.3,49.4,1,1,1,False,44,3,gas_only
2026-06-21T10:05:36,25.7,56.1,0,1,1,False,0,3,gas_only
2026-06-21T10:05:38,26.0,57.4,1,0,0,False,33,1,day_lingering_motion
2026-06-21T10:05:40,25.6,51.1,0,1,1,False,0,3,gas_only
2026-06-21T10:05:42,24.9,56.7,0,1,1,False,0,3,gas_only
2026-06-21T10:05:44,41.9,60.8,0,0,1,False,0,3,extreme_heat
2026-06-21T10:05:46,40.0,54.5,0,0,1,False,0,3,extreme_heat
2026-06-21T10:05:48,27.5,49.1,0,1,1,False,0,3,gas_only
2026-06-21T10:05:50,37.2,50.5,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:05:52,35.3,64.0,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:05:54,26.4,59.5,1,1,1,False,53,3,gas_only
2026-06-21T10:05:56,25.4,54.5,0,1,1,False,0,3,gas_only
2026-06-21T10:05:58,41.2,56.5,0,0,1,False,0,3,extreme_heat
2026-06-21T10:06:00,40.4,44.4,0,0,1,False,0,3,extreme_heat
2026-06-21T10:06:02,24.2,58.8,0,1,1,False,0,3,gas_only
2026-06-21T10:06:04,28.0,55.2,0,1,1,False,0,3,gas_only
2026-06-21T10:06:06,25.1,52.8,1,1,1,False,33,3,gas_only
2026-06-21T10:06:08,25.4,59.8,0,1,1,False,0,3,gas_only
2026-06-21T10:06:10,37.3,48.9,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:06:12,40.0,52.8,0,0,1,False,0,3,extreme_heat
2026-06-21T10:06:14,24.4,50.0,0,1,1,False,0,3,gas_only
2026-06-21T10:06:16,40.1,62.6,1,1,1,False,43,3,gas_and_hot
2026-06-21T10:06:18,41.0,55.5,0,0,1,False,0,3,extreme_heat
2026-06-21T10:06:20,24.7,53.2,0,1,1,False,0,3,gas_only
2026-06-21T10:06:22,37.4,59.4,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:06:24,25.4,52.6,0,1,1,False,0,3,gas_only
2026-06-21T10:06:26,24.1,56.5,0,1,1,False,0,3,gas_only
2026-06-21T10:06:28,38.3,66.3,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:06:30,24.5,62.8,0,1,1,False,0,3,gas_only
2026-06-21T10:06:32,35.0,51.2,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:06:34,26.4,59.5,0,1,1,False,0,3,gas_only
2026-06-21T10:06:36,43.4,57.6,0,0,1,False,0,3,extreme_heat
2026-06-21T10:06:38,27.0,47.6,1,0,0,False,31,1,day_lingering_motion
2026-06-21T10:06:40,25.3,58.1,0,1,1,False,0,3,gas_only
2026-06-21T10:06:42,27.1,62.5,1,0,0,False,32,1,day_lingering_motion
2026-06-21T10:06:44,40.3,50.8,1,0,1,False,20,3,extreme_heat
2026-06-21T10:06:46,40.0,55.2,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:06:48,26.8,55.1,1,0,0,False,18,0,normal
2026-06-21T10:06:50,42.8,58.7,0,0,1,False,0,3,extreme_heat
2026-06-21T10:06:52,25.6,63.5,0,1,1,False,0,3,gas_only
2026-06-21T10:06:54,37.3,53.3,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:06:56,40.3,56.3,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:06:58,28.8,60.8,0,1,1,False,0,3,gas_only
2026-06-21T10:07:00,40.2,54.6,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:07:02,24.6,44.9,1,0,0,False,50,1,day_lingering_motion
2026-06-21T10:07:04,25.4,59.7,0,1,1,False,0,3,gas_only
2026-06-21T10:07:06,24.4,59.0,0,1,1,False,0,3,gas_only
2026-06-21T10:07:08,36.0,58.6,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:07:10,25.1,56.6,1,0,0,False,32,1,day_lingering_motion
2026-06-21T10:07:12,38.6,50.9,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:07:14,41.6,55.1,0,0,1,False,0,3,extreme_heat
2026-06-21T10:07:16,27.9,56.4,0,1,1,False,0,3,gas_only
2026-06-21T10:07:18,40.0,60.3,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:07:20,25.7,56.3,1,0,0,False,56,1,day_lingering_motion
2026-06-21T10:07:22,40.1,54.7,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:07:24,43.3,61.5,0,0,1,False,0,3,extreme_heat
2026-06-21T10:07:26,37.3,40.3,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:07:28,23.2,53.5,1,0,0,False,43,1,day_lingering_motion
2026-06-21T10:07:30,22.4,59.6,1,0,0,False,18,0,normal
2026-06-21T10:07:32,40.6,51.5,0,0,1,False,0,3,extreme_heat
2026-06-21T10:07:34,26.0,56.2,0,1,1,False,0,3,gas_only
2026-06-21T10:07:36,40.7,57.1,0,0,1,False,0,3,extreme_heat
2026-06-21T10:07:38,40.4,61.1,0,0,1,False,0,3,extreme_heat
2026-06-21T10:07:40,25.8,61.4,1,0,0,False,24,0,normal
2026-06-21T10:07:42,26.5,52.8,0,1,1,False,0,3,gas_only
2026-06-21T10:07:44,24.4,52.9,0,1,1,False,0,3,gas_only
2026-06-21T10:07:46,27.5,50.9,0,1,1,False,0,3,gas_only
2026-06-21T10:07:48,23.8,65.0,1,0,0,False,34,1,day_lingering_motion
2026-06-21T10:07:50,42.6,51.3,0,0,1,False,0,3,extreme_heat
2026-06-21T10:07:52,27.4,53.5,0,1,1,False,0,3,gas_only
2026-06-21T10:07:54,23.6,58.8,1,0,0,False,59,1,day_lingering_motion
2026-06-21T10:07:56,37.0,54.2,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:07:58,24.4,58.7,1,0,0,False,29,0,normal
2026-06-21T10:08:00,25.7,58.2,0,1,1,False,0,3,gas_only
2026-06-21T10:08:02,28.4,57.3,0,1,1,False,0,3,gas_only
2026-06-21T10:08:04,24.9,57.6,0,1,1,False,0,3,gas_only
2026-06-21T10:08:06,44.3,51.1,0,0,1,False,0,3,extreme_heat
2026-06-21T10:08:08,26.1,57.8,0,1,1,False,0,3,gas_only
2026-06-21T10:08:10,41.7,47.0,0,0,1,False,0,3,extreme_heat
2026-06-21T10:08:12,40.3,49.1,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:08:14,24.7,49.4,1,0,0,False,34,1,day_lingering_motion
2026-06-21T10:08:16,25.3,59.4,0,1,1,False,0,3,gas_only
2026-06-21T10:08:18,25.3,54.2,1,0,0,False,51,1,day_lingering_motion
2026-06-21T10:08:20,27.0,57.9,1,0,0,False,18,0,normal
2026-06-21T10:08:22,27.3,52.5,0,1,1,False,0,3,gas_only
2026-06-21T10:08:24,43.9,52.8,0,0,1,False,0,3,extreme_heat
2026-06-21T10:08:26,27.9,48.5,0,1,1,False,0,3,gas_only
2026-06-21T10:08:28,37.7,54.2,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:08:30,23.1,58.5,0,1,1,False,0,3,gas_only
2026-06-21T10:08:32,36.9,45.9,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:08:34,24.4,53.7,1,1,1,False,52,3,gas_only
2026-06-21T10:08:36,36.7,48.6,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:08:38,37.7,59.9,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:08:40,25.6,62.6,1,1,1,False,45,3,gas_only
2026-06-21T10:08:42,25.9,68.0,0,1,1,False,0,3,gas_only
2026-06-21T10:08:44,24.9,57.0,0,1,1,False,0,3,gas_only
2026-06-21T10:08:46,42.2,56.6,0,0,1,False,0,3,extreme_heat
2026-06-21T10:08:48,43.1,46.3,0,0,1,False,0,3,extreme_heat
2026-06-21T10:08:50,26.6,52.4,0,1,1,False,0,3,gas_only
2026-06-21T10:08:52,25.9,49.0,0,1,1,False,0,3,gas_only
2026-06-21T10:08:54,28.4,54.3,1,0,0,False,40,1,day_lingering_motion
2026-06-21T10:08:56,45.0,54.3,0,0,1,False,0,3,extreme_heat
2026-06-21T10:08:58,24.6,56.6,0,1,1,False,0,3,gas_only
2026-06-21T10:09:00,24.6,63.8,0,1,1,False,0,3,gas_only
2026-06-21T10:09:02,41.7,57.2,0,0,1,False,0,3,extreme_heat
2026-06-21T10:09:04,26.8,45.1,1,0,0,False,35,1,day_lingering_motion
2026-06-21T10:09:06,25.4,60.6,1,1,1,False,57,3,gas_only
2026-06-21T10:09:08,40.3,55.7,0,0,1,False,0,3,extreme_heat
2026-06-21T10:09:10,29.9,41.9,1,0,0,False,42,1,day_lingering_motion
2026-06-21T10:09:12,26.2,60.0,0,1,1,False,0,3,gas_only
2026-06-21T10:09:14,25.9,60.0,0,1,1,False,0,3,gas_only
2026-06-21T10:09:16,41.6,57.1,0,0,1,False,0,3,extreme_heat
2026-06-21T10:09:18,40.2,58.5,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:09:20,24.7,66.7,1,1,1,False,27,3,gas_only
2026-06-21T10:09:22,25.8,49.5,1,0,0,False,47,1,day_lingering_motion
2026-06-21T10:09:24,40.0,49.6,0,0,1,False,0,3,extreme_heat
2026-06-21T10:09:26,37.8,51.1,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:09:28,25.9,48.9,0,1,1,False,0,3,gas_only
2026-06-21T10:09:30,40.0,58.8,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:09:32,26.4,50.7,1,0,0,False,33,1,day_lingering_motion
2026-06-21T10:09:34,40.0,55.8,0,0,1,False,0,3,extreme_heat
2026-06-21T10:09:36,40.4,52.2,1,0,1,False,19,3,extreme_heat
2026-06-21T10:09:38,37.9,57.0,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:09:40,29.9,48.6,0,1,1,False,0,3,gas_only
2026-06-21T10:09:42,36.4,60.4,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:09:44,25.2,63.3,1,0,0,False,23,0,normal
2026-06-21T10:09:46,40.5,48.9,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:09:48,41.2,52.3,0,0,1,False,0,3,extreme_heat
2026-06-21T10:09:50,44.4,58.0,0,0,1,False,0,3,extreme_heat
2026-06-21T10:09:52,25.6,64.0,0,1,1,False,0,3,gas_only
2026-06-21T10:09:54,25.5,58.7,0,1,1,False,0,3,gas_only
2026-06-21T10:09:56,37.6,60.8,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:09:58,26.4,57.7,0,1,1,False,0,3,gas_only
2026-06-21T10:10:00,28.1,43.8,0,1,1,False,0,3,gas_only
2026-06-21T10:10:02,43.3,55.6,0,0,1,False,0,3,extreme_heat
2026-06-21T10:10:04,37.7,49.3,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:10:06,25.6,54.4,0,1,1,False,0,3,gas_only
2026-06-21T10:10:08,26.1,58.1,1,0,0,False,42,1,day_lingering_motion
2026-06-21T10:10:10,37.1,48.2,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:10:12,25.4,46.5,0,1,1,False,0,3,gas_only
2026-06-21T10:10:14,26.3,52.6,1,1,1,False,38,3,gas_only
2026-06-21T10:10:16,25.9,61.6,1,0,0,False,40,1,day_lingering_motion
2026-06-21T10:10:18,26.7,60.4,0,1,1,False,0,3,gas_only
2026-06-21T10:10:20,43.1,52.1,0,0,1,False,0,3,extreme_heat
2026-06-21T10:10:22,40.1,47.2,1,0,1,False,16,3,extreme_heat
2026-06-21T10:10:24,27.0,59.8,1,0,0,False,47,1,day_lingering_motion
2026-06-21T10:10:26,24.5,45.5,1,0,0,False,16,0,normal
2026-06-21T10:10:28,26.6,49.6,0,1,1,False,0,3,gas_only
2026-06-21T10:10:30,26.7,53.8,1,1,1,False,55,3,gas_only
2026-06-21T10:10:32,23.7,58.6,0,1,1,False,0,3,gas_only
2026-06-21T10:10:34,29.1,59.4,1,0,0,False,29,0,normal
2026-06-21T10:10:36,37.5,45.2,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:10:38,26.6,53.0,1,0,0,False,18,0,normal
2026-06-21T10:10:40,27.5,59.8,1,0,0,False,35,1,day_lingering_motion
2026-06-21T10:10:42,40.2,48.2,1,0,1,False,56,3,extreme_heat
2026-06-21T10:10:44,27.2,55.4,0,1,1,False,0,3,gas_only
2026-06-21T10:10:46,26.4,58.7,1,1,1,False,44,3,gas_only
2026-06-21T10:10:48,24.9,56.3,0,1,1,False,0,3,gas_only
2026-06-21T10:10:50,28.0,53.4,1,0,0,False,52,1,day_lingering_motion
2026-06-21T10:10:52,21.9,57.4,1,0,0,False,41,1,day_lingering_motion
2026-06-21T10:10:54,36.9,61.7,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:10:56,37.1,62.9,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:10:58,42.2,56.3,0,0,1,False,0,3,extreme_heat
2026-06-21T10:11:00,38.0,59.5,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:11:02,40.5,50.0,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:11:04,43.1,53.2,0,0,1,False,0,3,extreme_heat
2026-06-21T10:11:06,25.6,57.4,0,1,1,False,0,3,gas_only
2026-06-21T10:11:08,25.1,49.9,1,0,0,False,18,0,normal
2026-06-21T10:11:10,26.4,49.1,0,1,1,False,0,3,gas_only
2026-06-21T10:11:12,38.2,50.8,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:11:14,36.7,56.5,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:11:16,35.9,65.2,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:11:18,24.8,52.0,0,1,1,False,0,3,gas_only
2026-06-21T10:11:20,25.6,58.7,0,1,1,False,0,3,gas_only
2026-06-21T10:11:22,41.5,52.8,0,0,1,False,0,3,extreme_heat
2026-06-21T10:11:24,27.0,45.8,1,0,0,False,32,1,day_lingering_motion
2026-06-21T10:11:26,24.7,56.8,0,1,1,False,0,3,gas_only
2026-06-21T10:11:28,24.3,53.7,0,1,1,False,0,3,gas_only
2026-06-21T10:11:30,40.2,56.4,1,1,1,False,33,3,gas_and_hot
2026-06-21T10:11:32,35.4,51.7,0,1,1,False,0,3,gas_and_hot
2026-06-21T10:11:34,25.1,52.5,1,0,0,False,58,1,day_lingering_motion
2026-06-21T10:11:36,41.8,62.7,0,0,1,False,0,3,extreme_heat
2026-06-21T10:11:38,41.3,49.5,0,0,1,False,0,3,extreme_heat
